,id,upload_date,townships,sr,cumulative_no,First_ts,First_sr,Township_Name_Eng,Tsp_Pcode,SR_Pcode,SR_Name_Eng,Township_Name_MMR
483,615,1/17/2021,Hlegu Township,Yangon Region,1119,Hlegu,Yangon,Hlegu,MMR013004,MMR013,Yangon,á€œá€¾á€Šá€ºá€¸á€€á€°á€¸
484,616,1/17/2021,Dawbon Township,Yangon Region,1103,Dawbon,Yangon,Dawbon,MMR013014,MMR013,Yangon,á€’á€±á€«á€•á€¯á€¶
485,617,1/17/2021,Ahlone Township,Yangon Region,1094,Ahlone,Yangon,Ahlone,MMR013037,MMR013,Yangon,á€¡á€œá€¯á€¶
486,618,1/17/2021,Pyigyitagon Township,Mandalay Region,958,Pyigyitagon,Mandalay,Pyigyitagon,MMR010005,MMR010,Mandalay,á€•á€¼á€Šá€ºá€€á€¼á€®á€¸á€á€¶á€á€½á€”á€º
487,619,1/17/2021,Kyauktan Township,Yangon Region,954,Kyauktan,Yangon,Kyauktan,MMR013024,MMR013,Yangon,á€€á€»á€±á€¬á€€á€ºá€á€”á€ºá€¸
488,620,1/17/2021,Twantay Township,Yangon Region,925,Twantay,Yangon,Twantay,MMR013027,MMR013,Yangon,á€á€½á€¶á€á€±á€¸
489,621,1/17/2021,Pabedan Township,Yangon Region,881,Pabedan,Yangon,Pabedan,MMR013034,MMR013,Yangon,á€•á€”á€ºá€¸á€˜á€²á€á€”á€ºá€¸
490,622,1/17/2021,Pazundaung Township,Yangon Region,814,Pazundaung,Yangon,Pazundaung,MMR013016,MMR013,Yangon,á€•á€¯á€‡á€½á€”á€ºá€á€±á€¬á€„á€º
491,623,1/17/2021,Latha Township,Yangon Region,790,Latha,Yangon,Latha,MMR013036,MMR013,Yangon,á€œá€žá€¬
492,624,1/17/2021,Pathein Township,Ayeyarwady Region,766,Pathein,Ayeyarwady,Pathein,MMR017001,MMR017,Ayeyarwady,á€•á€¯á€žá€­á€™á€º
493,625,1/17/2021,Hinthada Township,Ayeyarwady Region,705,Hinthada,Ayeyarwady,Hinthada,MMR017008,MMR017,Ayeyarwady,á€Ÿá€„á€ºá€¹á€žá€¬á€
494,626,1/17/2021,Dagon Township,Yangon Region,704,Dagon,Yangon,Dagon,MMR013043,MMR013,Yangon,á€’á€‚á€¯á€¶
495,627,1/17/2021,Patheingyi Township,Mandalay Region,663,Patheingyi,Mandalay,Patheingyi,MMR010007,MMR010,Mandalay,á€•á€¯á€žá€­á€™á€ºá€€á€¼á€®á€¸
496,628,1/17/2021,Taikkyi Township,Yangon Region,659,Taikkyi,Yangon,Taikkyi,MMR013005,MMR013,Yangon,á€á€­á€¯á€€á€ºá€€á€¼á€®á€¸
497,629,1/17/2021,Kyauktada Township,Yangon Region,640,Kyauktada,Yangon,Kyauktada,MMR013033,MMR013,Yangon,á€€á€»á€±á€¬á€€á€ºá€á€¶á€á€¬á€¸
498,630,1/17/2021,Htantabin Township,Yangon Region,639,Htantabin,Yangon,Htantabin,MMR013006,MMR013,Yangon,á€‘á€”á€ºá€¸á€á€•á€„á€º
499,631,1/17/2021,Aunglan Township,Magway Region,607,Aunglan,Magway,Aunglan,MMR009016,MMR009,Magway,á€¡á€±á€¬á€„á€ºá€œá€¶
500,632,1/17/2021,Hpa-An Township,Kayin State,565,Hpa-An,Kayin,Hpa-An,MMR003001,MMR003,Kayin,á€˜á€¬á€¸á€¡á€¶
501,634,1/17/2021,Sagaing Township,Sagaing Region,514,Sagaing,Sagaing,Sagaing,MMR005001,MMR005,Sagaing,á€…á€…á€ºá€€á€­á€¯á€„á€ºá€¸
502,635,1/17/2021,Maubin Township,Ayeyarwady Region,506,Maubin,Ayeyarwady,Maubin,MMR017019,MMR017,Ayeyarwady,á€™á€¡á€°á€•á€„á€º
503,636,1/17/2021,Mawlamyinegyun Township,Ayeyarwady Region,496,Mawlamyinegyun,Ayeyarwady,Mawlamyinegyun,MMR017018,MMR017,Ayeyarwady,á€™á€±á€¬á€ºá€œá€™á€¼á€­á€¯á€„á€ºá€€á€»á€½á€”á€ºá€¸
504,637,1/17/2021,Zay Yar Thi Ri Township,Naypyitaw,488,Zay Yar Thi Ri,Nay Pyi Taw,Zay Yar Thi Ri,MMR018001,MMR018,Nay Pyi Taw,á€‡á€±á€šá€»á€¬á€žá€®á€›á€­
505,639,1/17/2021,Myingyan Township,Mandalay Region,480,Myingyan,Mandalay,Myingyan,MMR010017,MMR010,Mandalay,á€™á€¼á€„á€ºá€¸á€á€¼á€¶
506,640,1/17/2021,Thaton Township,Mon State,477,Thaton,Mon,Thaton,MMR011007,MMR011,Mon,á€žá€‘á€¯á€¶
507,642,1/17/2021,Hpakant Township,Kachin State,450,Hpakant,Kachin,Hpakant,MMR001009,MMR001,Kachin,á€–á€¬á€¸á€€á€”á€ºá€·
508,644,1/17/2021,Kale Township,Sagaing Region,447,Kale,Sagaing,Kale,MMR005027,MMR005,Sagaing,á€€á€œá€±á€¸
509,645,1/17/2021,Kyaukpyu Township,Rakhine State,446,Kyaukpyu,Rakhine,Kyaukpyu,MMR012011,MMR012,Rakhine,á€€á€»á€±á€¬á€€á€ºá€–á€¼á€°
510,646,1/17/2021,Seikgyikanaungto Township,Yangon Region,441,Seikgyikanaungto,Yangon,Seikgyikanaungto,MMR013031,MMR013,Yangon,á€†á€­á€•á€ºá€€á€¼á€®á€¸/á€á€”á€±á€¬á€„á€ºá€á€­á€¯
511,647,1/17/2021,Kayan Township,Yangon Region,439,Kayan,Yangon,Kayan,MMR013026,MMR013,Yangon,á€á€›á€™á€ºá€¸
512,649,1/17/2021,Thongwa Township,Yangon Region,420,Thongwa,Yangon,Thongwa,MMR013025,MMR013,Yangon,á€žá€¯á€¶á€¸á€á€½
513,650,1/17/2021,Dedaye Township,Ayeyarwady Region,413,Dedaye,Ayeyarwady,Dedaye,MMR017026,MMR017,Ayeyarwady,á€’á€±á€¸á€’á€›á€²
514,651,1/17/2021,Magway Township,Magway Region,403,Magway,Magway,Magway,MMR009001,MMR009,Magway,á€™á€€á€½á€±á€¸
515,652,1/17/2021,Maungdaw Township,Rakhine State,398,Maungdaw,Rakhine,Maungdaw,MMR012009,MMR012,Rakhine,á€™á€±á€¬á€„á€ºá€á€±á€¬
516,653,1/17/2021,Myawaddy Township,Kayin State,392,Myawaddy,Kayin,Myawaddy,MMR003005,MMR003,Kayin,á€™á€¼á€á€á€®
517,656,1/17/2021,Kawhmu Township,Yangon Region,319,Kawhmu,Yangon,Kawhmu,MMR013028,MMR013,Yangon,á€€á€±á€¬á€·á€™á€¾á€°á€¸
518,657,1/17/2021,Kyaikto Township,Mon State,310,Kyaikto,Mon,Kyaikto,MMR011009,MMR011,Mon,á€€á€»á€­á€¯á€€á€ºá€‘á€­á€¯
519,658,1/17/2021,Myeik Township,Tanintharyi Region,306,Myeik,Tanintharyi,Myeik,MMR006005,MMR006,Tanintharyi,á€™á€¼á€­á€á€º
520,659,1/17/2021,Sintgaing Township,Mandalay Region,301,Sintgaing,Mandalay,Sintgaing,MMR010014,MMR010,Mandalay,á€…á€‰á€ºá€·á€€á€­á€¯á€„á€º
521,660,1/17/2021,Kungyangon Township,Yangon Region,298,Kungyangon,Yangon,Kungyangon,MMR013029,MMR013,Yangon,á€€á€½á€™á€ºá€¸á€á€¼á€¶á€€á€¯á€”á€ºá€¸
522,661,1/17/2021,Salin Township,Magway Region,280,Salin,Magway,Salin,MMR009010,MMR009,Magway,á€…á€œá€„á€ºá€¸
523,662,1/17/2021,Kyonpyaw Township,Ayeyarwady Region,274,Kyonpyaw,Ayeyarwady,Kyonpyaw,MMR017005,MMR017,Ayeyarwady,á€€á€»á€¯á€¶á€•á€»á€±á€¬á€º
524,663,1/17/2021,Mrauk-U Township,Rakhine State,265,Mrauk-U,Rakhine,Mrauk-U,MMR012003,MMR012,Rakhine,á€™á€¼á€±á€¬á€€á€ºá€¦á€¸
525,664,1/17/2021,Kyauktaw Township,Rakhine State,264,Kyauktaw,Rakhine,Kyauktaw,MMR012004,MMR012,Rakhine,á€€á€»á€±á€¬á€€á€ºá€á€±á€¬á€º
526,665,1/17/2021,Bogale Township,Ayeyarwady Region,264,Bogale,Ayeyarwady,Bogale,MMR017024,MMR017,Ayeyarwady,á€˜á€­á€¯á€€á€œá€±á€¸
527,666,1/17/2021,Taungtha Township,Mandalay Region,261,Taungtha,Mandalay,Taungtha,MMR010018,MMR010,Mandalay,á€á€±á€¬á€„á€ºá€žá€¬
528,668,1/17/2021,Kyaiklat Township,Ayeyarwady Region,251,Kyaiklat,Ayeyarwady,Kyaiklat,MMR017025,MMR017,Ayeyarwady,á€€á€»á€­á€¯á€€á€ºá€œá€á€º
529,669,1/17/2021,Taungdwingyi Township,Magway Region,251,Taungdwingyi,Magway,Taungdwingyi,MMR009004,MMR009,Magway,á€á€±á€¬á€„á€ºá€á€½á€„á€ºá€¸á€€á€¼á€®á€¸
530,670,1/17/2021,Labutta Township,Ayeyarwady Region,249,Labutta,Ayeyarwady,Labutta,MMR017016,MMR017,Ayeyarwady,á€œá€•á€½á€á€¹á€á€¬
531,671,1/17/2021,Nyaungdon Township,Ayeyarwady Region,243,Nyaungdon,Ayeyarwady,Nyaungdon,MMR017021,MMR017,Ayeyarwady,á€Šá€±á€¬á€„á€ºá€á€¯á€”á€ºá€¸
532,672,1/17/2021,Myothit Township,Magway Region,238,Myothit,Magway,Myothit,MMR009005,MMR009,Magway,á€™á€¼á€­á€¯á€·á€žá€…á€º
533,675,1/17/2021,Meiktila Township,Mandalay Region,230,Meiktila,Mandalay,Meiktila,MMR010028,MMR010,Mandalay,á€™á€­á€á€¹á€‘á€®á€œá€¬
534,676,1/17/2021,Za Bu Thi Ri Township,Naypyitaw,229,Za Bu Thi Ri,Nay Pyi Taw,Za Bu Thi Ri,MMR018002,MMR018,Nay Pyi Taw,á€‡á€™á€¹á€—á€°á€žá€®á€›á€­
535,677,1/17/2021,Minbu Township,Magway Region,229,Minbu,Magway,Minbu,MMR009007,MMR009,Magway,á€™á€„á€ºá€¸á€˜á€°á€¸
536,678,1/17/2021,Pyapon Township,Ayeyarwady Region,225,Pyapon,Ayeyarwady,Pyapon,MMR017023,MMR017,Ayeyarwady,á€–á€»á€¬á€•á€¯á€¶
537,681,1/17/2021,Shwebo Township,Sagaing Region,221,Shwebo,Sagaing,Shwebo,MMR005004,MMR005,Sagaing,á€›á€½á€¾á€±á€˜á€­á€¯
538,682,1/17/2021,Kawkareik Township,Kayin State,218,Kawkareik,Kayin,Kawkareik,MMR003006,MMR003,Kayin,á€€á€±á€¬á€·á€€á€›á€­á€á€º
539,683,1/17/2021,Myaungmya Township,Ayeyarwady Region,215,Myaungmya,Ayeyarwady,Myaungmya,MMR017014,MMR017,Ayeyarwady,á€™á€¼á€±á€¬á€„á€ºá€¸á€™á€¼
540,685,1/17/2021,Natmauk Township,Magway Region,200,Natmauk,Magway,Natmauk,MMR009006,MMR009,Magway,á€”á€á€ºá€™á€±á€¬á€€á€º
541,686,1/17/2021,Buthidaung Township,Rakhine State,195,Buthidaung,Rakhine,Buthidaung,MMR012010,MMR012,Rakhine,á€˜á€°á€¸á€žá€®á€¸á€á€±á€¬á€„á€º
542,687,1/17/2021,Pyinoolwin Township,Mandalay Region,193,Pyinoolwin,Mandalay,Pyinoolwin,MMR010008,MMR010,Mandalay,á€•á€¼á€„á€ºá€¦á€¸á€œá€½á€„á€º
543,689,1/17/2021,Monywa Township,Sagaing Region,192,Monywa,Sagaing,Monywa,MMR005012,MMR005,Sagaing,á€™á€¯á€¶á€›á€½á€¬
544,691,1/17/2021,Kyaukse Township,Mandalay Region,181,Kyaukse,Mandalay,Kyaukse,MMR010013,MMR010,Mandalay,á€€á€»á€±á€¬á€€á€ºá€†á€Šá€º
545,692,1/17/2021,Toungup Township,Rakhine State,180,Toungup,Rakhine,Toungup,MMR012016,MMR012,Rakhine,á€á€±á€¬á€„á€ºá€€á€¯á€á€º
546,693,1/17/2021,Ann Township,Rakhine State,171,Ann,Rakhine,Ann,MMR012014,MMR012,Rakhine,á€¡á€™á€ºá€¸
547,696,1/17/2021,Kyaukpadaung Township,Mandalay Region,168,Kyaukpadaung,Mandalay,Kyaukpadaung,MMR010020,MMR010,Mandalay,á€€á€»á€±á€¬á€€á€ºá€•á€”á€ºá€¸á€á€±á€¬á€„á€ºá€¸
548,697,1/17/2021,Bilin Township,Mon State,166,Bilin,Mon,Bilin,MMR011010,MMR011,Mon,á€˜á€®á€¸á€œá€„á€ºá€¸
549,698,1/17/2021,Rathedaung Township,Rakhine State,152,Rathedaung,Rakhine,Rathedaung,MMR012008,MMR012,Rakhine,á€›á€žá€±á€·á€á€±á€¬á€„á€º
550,699,1/17/2021,Yenangyaung Township,Magway Region,151,Yenangyaung,Magway,Yenangyaung,MMR009002,MMR009,Magway,á€›á€±á€”á€¶á€á€»á€±á€¬á€„á€ºá€¸
551,700,1/17/2021,Chauk Township,Magway Region,140,Chauk,Magway,Chauk,MMR009003,MMR009,Magway,á€á€»á€±á€¬á€€á€º
552,701,1/17/2021,Paung Township,Mon State,137,Paung,Mon,Paung,MMR011008,MMR011,Mon,á€•á€±á€«á€„á€º
553,702,1/17/2021,Nyaung-U Township,Mandalay Region,135,Nyaung-U,Mandalay,Nyaung-U,MMR010022,MMR010,Mandalay,á€Šá€±á€¬á€„á€ºá€¦á€¸
554,704,1/17/2021,Pakokku Township,Magway Region,134,Pakokku,Magway,Pakokku,MMR009018,MMR009,Magway,á€•á€á€¯á€€á€¹á€€á€°
555,705,1/17/2021,Yegyi Township,Ayeyarwady Region,131,Yegyi,Ayeyarwady,Yegyi,MMR017006,MMR017,Ayeyarwady,á€›á€±á€€á€¼á€Šá€º
556,706,1/17/2021,Tedim Township,Chin State,130,Tedim,Chin,Tedim,MMR004004,MMR004,Chin,á€á€®á€¸á€á€­á€”á€º
557,707,1/17/2021,Pauktaw Township,Rakhine State,125,Pauktaw,Rakhine,Pauktaw,MMR012007,MMR012,Rakhine,á€•á€±á€«á€€á€ºá€á€±á€¬
558,709,1/17/2021,Ingapu Township,Ayeyarwady Region,123,Ingapu,Ayeyarwady,Ingapu,MMR017013,MMR017,Ayeyarwady,á€¡á€„á€ºá€¹á€‚á€•á€°
559,710,1/17/2021,Madaya Township,Mandalay Region,121,Madaya,Mandalay,Madaya,MMR010009,MMR010,Mandalay,á€™á€á€¹á€á€›á€¬
560,711,1/17/2021,Thandwe Township,Rakhine State,118,Thandwe,Rakhine,Thandwe,MMR012015,MMR012,Rakhine,á€žá€¶á€á€½á€²
561,713,1/17/2021,Thazi Township,Mandalay Region,116,Thazi,Mandalay,Thazi,MMR010030,MMR010,Mandalay,á€žá€¬á€…á€Šá€º
562,715,1/17/2021,Dawei Township,Tanintharyi Region,115,Dawei,Tanintharyi,Dawei,MMR006001,MMR006,Tanintharyi,á€‘á€¬á€¸á€á€šá€º
563,716,1/17/2021,Poke Ba Thi Ri Township,Naypyitaw,114,Poke Ba Thi Ri,Nay Pyi Taw,Poke Ba Thi Ri,MMR018005,MMR018,Nay Pyi Taw,á€•á€¯á€—á€¹á€—á€žá€®á€›á€­
564,717,1/17/2021,Myitkyina Township,Kachin State,113,Myitkyina,Kachin,Myitkyina,MMR001001,MMR001,Kachin,á€™á€¼á€…á€ºá€€á€¼á€®á€¸á€”á€¬á€¸
565,719,1/17/2021,Pyawbwe Township,Mandalay Region,111,Pyawbwe,Mandalay,Pyawbwe,MMR010024,MMR010,Mandalay,á€•á€»á€±á€¬á€ºá€˜á€½á€šá€º
566,720,1/17/2021,Ye Township,Mon State,109,Ye,Mon,Ye,MMR011006,MMR011,Mon,á€›á€±á€¸
567,721,1/17/2021,Tada-U Township,Mandalay Region,109,Tada-U,Mandalay,Tada-U,MMR010016,MMR010,Mandalay,á€á€¶á€á€¬á€¸á€¦á€¸
568,722,1/17/2021,Danubyu Township,Ayeyarwady Region,108,Danubyu,Ayeyarwady,Danubyu,MMR017022,MMR017,Ayeyarwady,á€“á€”á€¯á€–á€¼á€°
569,723,1/17/2021,Tamu Township,Sagaing Region,106,Tamu,Sagaing,Tamu,MMR005030,MMR005,Sagaing,á€á€™á€°á€¸
570,724,1/17/2021,Ponnagyun Township,Rakhine State,105,Ponnagyun,Rakhine,Ponnagyun,MMR012002,MMR012,Rakhine,á€•á€¯á€á€¹á€á€¬á€¸á€€á€»á€½á€”á€ºá€¸
571,726,1/17/2021,Wakema Township,Ayeyarwady Region,103,Wakema,Ayeyarwady,Wakema,MMR017017,MMR017,Ayeyarwady,á€á€«á€¸á€á€šá€ºá€™
572,727,1/17/2021,Lewe Township,Naypyitaw,102,Lewe,Nay Pyi Taw,Lewe,MMR018007,MMR018,Nay Pyi Taw,á€œá€šá€ºá€á€±á€¸
573,728,1/17/2021,Myittha Township,Mandalay Region,102,Myittha,Mandalay,Myittha,MMR010015,MMR010,Mandalay,á€™á€¼á€…á€ºá€žá€¬á€¸
574,729,1/17/2021,Natogyi Township,Mandalay Region,101,Natogyi,Mandalay,Natogyi,MMR010019,MMR010,Mandalay,á€”á€½á€¬á€¸á€‘á€­á€¯á€¸á€€á€¼á€®á€¸
575,732,1/17/2021,Pyinmana Township,Naypyitaw,97,Pyinmana,Nay Pyi Taw,Pyinmana,MMR018006,MMR018,Nay Pyi Taw,á€•á€»á€‰á€ºá€¸á€™á€”á€¬á€¸
576,734,1/17/2021,Myebon Township,Rakhine State,95,Myebon,Rakhine,Myebon,MMR012006,MMR012,Rakhine,á€™á€¼á€±á€•á€¯á€¶
577,735,1/17/2021,Myaing Township,Magway Region,93,Myaing,Magway,Myaing,MMR009020,MMR009,Magway,á€™á€¼á€­á€¯á€„á€º
578,736,1/17/2021,Minbya Township,Rakhine State,92,Minbya,Rakhine,Minbya,MMR012005,MMR012,Rakhine,á€™á€„á€ºá€¸á€•á€¼á€¬á€¸
579,737,1/17/2021,Yamethin Township,Mandalay Region,90,Yamethin,Mandalay,Yamethin,MMR010023,MMR010,Mandalay,á€›á€™á€Šá€ºá€¸á€žá€„á€ºá€¸
580,738,1/17/2021,Wundwin Township,Mandalay Region,90,Wundwin,Mandalay,Wundwin,MMR010031,MMR010,Mandalay,á€á€™á€ºá€¸á€á€½á€„á€ºá€¸
581,739,1/17/2021,Kanbalu Township,Sagaing Region,89,Kanbalu,Sagaing,Kanbalu,MMR005007,MMR005,Sagaing,á€€á€”á€ºá€·á€˜á€œá€°
582,740,1/17/2021,Yinmarbin Township,Sagaing Region,87,Yinmarbin,Sagaing,Yinmarbin,MMR005016,MMR005,Sagaing,á€šá€„á€ºá€¸á€™á€¬á€•á€„á€º
583,741,1/17/2021,Pwintbyu Township,Magway Region,87,Pwintbyu,Magway,Pwintbyu,MMR009008,MMR009,Magway,á€•á€½á€„á€ºá€·á€–á€¼á€°
584,742,1/17/2021,Kyaunggon Township,Ayeyarwady Region,83,Kyaunggon,Ayeyarwady,Kyaunggon,MMR017007,MMR017,Ayeyarwady,á€€á€»á€±á€¬á€„á€ºá€¸á€€á€¯á€”á€ºá€¸
585,744,1/17/2021,Hlaingbwe Township,Kayin State,78,Hlaingbwe,Kayin,Hlaingbwe,MMR003002,MMR003,Kayin,á€œá€¾á€­á€¯á€„á€ºá€¸á€˜á€½á€²á€·
586,745,1/17/2021,Mudon Township,Mon State,76,Mudon,Mon,Mudon,MMR011005,MMR011,Mon,á€™á€¯á€’á€¯á€¶
587,746,1/17/2021,Salingyi Township,Sagaing Region,76,Salingyi,Sagaing,Salingyi,MMR005018,MMR005,Sagaing,á€†á€¬á€¸á€œá€„á€ºá€¸á€€á€¼á€®á€¸
588,747,1/17/2021,Ngazun Township,Mandalay Region,75,Ngazun,Mandalay,Ngazun,MMR010021,MMR010,Mandalay,á€„á€«á€”á€ºá€¸á€‡á€½á€”á€º
589,748,1/17/2021,Kyaikmaraw Township,Mon State,72,Kyaikmaraw,Mon,Kyaikmaraw,MMR011002,MMR011,Mon,á€€á€»á€­á€¯á€€á€ºá€™á€›á€±á€¬
590,750,1/17/2021,Gangaw Township,Magway Region,70,Gangaw,Magway,Gangaw,MMR009023,MMR009,Magway,á€‚á€”á€ºá€·á€‚á€±á€«
591,751,1/17/2021,Thayet Township,Magway Region,68,Thayet,Magway,Thayet,MMR009012,MMR009,Magway,á€žá€›á€€á€º
592,752,1/17/2021,Kangyidaunt Township,Ayeyarwady Region,67,Kangyidaunt,Ayeyarwady,Kangyidaunt,MMR017002,MMR017,Ayeyarwady,á€€á€”á€ºá€€á€¼á€®á€¸á€‘á€±á€¬á€„á€ºá€·
593,754,1/17/2021,Thanbyuzayat Township,Mon State,64,Thanbyuzayat,Mon,Thanbyuzayat,MMR011004,MMR011,Mon,á€žá€¶á€–á€¼á€°á€‡á€›á€•á€º
594,755,1/17/2021,Einme Township,Ayeyarwady Region,62,Einme,Ayeyarwady,Einme,MMR017015,MMR017,Ayeyarwady,á€¡á€­á€™á€ºá€™á€²
595,756,1/17/2021,Loikaw Township,Kayah State,62,Loikaw,Kayah,Loikaw,MMR002001,MMR002,Kayah,á€œá€½á€­á€¯á€„á€ºá€€á€±á€¬á€º
596,757,1/17/2021,Lemyethna Township,Ayeyarwady Region,58,Lemyethna,Ayeyarwady,Lemyethna,MMR017010,MMR017,Ayeyarwady,á€œá€±á€¸á€™á€»á€€á€ºá€”á€¾á€¬
597,759,1/17/2021,Chaungzon Township,Mon State,55,Chaungzon,Mon,Chaungzon,MMR011003,MMR011,Mon,á€á€»á€±á€¬á€„á€ºá€¸á€†á€¯á€¶
598,760,1/17/2021,Seikphyu Township,Magway Region,52,Seikphyu,Magway,Seikphyu,MMR009022,MMR009,Magway,á€†á€­á€•á€ºá€–á€¼á€°
599,761,1/17/2021,Taze Township,Sagaing Region,51,Taze,Sagaing,Taze,MMR005011,MMR005,Sagaing,á€á€”á€ºá€·á€†á€Šá€º
600,764,1/17/2021,Tatkon Township,Naypyitaw,48,Tatkon,Nay Pyi Taw,Tatkon,MMR018003,MMR018,Nay Pyi Taw,á€á€•á€ºá€€á€¯á€”á€ºá€¸
601,765,1/17/2021,Thabeikkyin Township,Mandalay Region,48,Thabeikkyin,Mandalay,Thabeikkyin,MMR010012,MMR010,Mandalay,á€žá€•á€­á€á€ºá€€á€»á€„á€ºá€¸
602,767,1/17/2021,Mogoke Township,Mandalay Region,47,Mogoke,Mandalay,Mogoke,MMR010011,MMR010,Mandalay,á€™á€­á€¯á€¸á€€á€¯á€á€º
603,768,1/17/2021,Launglon Township,Tanintharyi Region,45,Launglon,Tanintharyi,Launglon,MMR006002,MMR006,Tanintharyi,á€œá€±á€¬á€„á€ºá€¸á€œá€¯á€¶á€¸
604,769,1/17/2021,Mahlaing Township,Mandalay Region,45,Mahlaing,Mandalay,Mahlaing,MMR010029,MMR010,Mandalay,á€™á€œá€¾á€­á€¯á€„á€º
605,770,1/17/2021,Mohnyin Township,Kachin State,44,Mohnyin,Kachin,Mohnyin,MMR001007,MMR001,Kachin,á€™á€­á€¯á€¸á€Šá€¾á€„á€ºá€¸
606,771,1/17/2021,Mindat Township,Chin State,44,Mindat,Chin,Mindat,MMR004006,MMR004,Chin,á€™á€„á€ºá€¸á€á€•á€º
607,772,1/17/2021,Indaw Township,Sagaing Region,44,Indaw,Sagaing,Indaw,MMR005021,MMR005,Sagaing,á€¡á€„á€ºá€¸á€á€±á€¬á€º
608,773,1/17/2021,Chaung-U Township,Sagaing Region,43,Chaung-U,Sagaing,Chaung-U,MMR005015,MMR005,Sagaing,á€á€»á€±á€¬á€„á€ºá€¸á€¦á€¸
609,774,1/17/2021,Palaw Township,Tanintharyi Region,43,Palaw,Tanintharyi,Palaw,MMR006007,MMR006,Tanintharyi,á€•á€¯á€œá€±á€¬
610,776,1/17/2021,Oke Ta Ra Thi Ri Township,Naypyitaw,41,Oke Ta Ra Thi Ri,Nay Pyi Taw,Oke Ta Ra Thi Ri,MMR018008,MMR018,Nay Pyi Taw,á€¥á€á€¹á€á€›á€žá€®á€›á€­
611,777,1/17/2021,Zalun Township,Ayeyarwady Region,41,Zalun,Ayeyarwady,Zalun,MMR017009,MMR017,Ayeyarwady,á€‡á€œá€½á€”á€º
612,778,1/17/2021,Sinbaungwe Township,Magway Region,41,Sinbaungwe,Magway,Sinbaungwe,MMR009017,MMR009,Magway,á€†á€„á€ºá€•á€±á€«á€„á€ºá€á€²
613,779,1/17/2021,Myanaung Township,Ayeyarwady Region,40,Myanaung,Ayeyarwady,Myanaung,MMR017011,MMR017,Ayeyarwady,á€™á€¼á€”á€ºá€¡á€±á€¬á€„á€º
614,780,1/17/2021,Gwa Township,Rakhine State,38,Gwa,Rakhine,Gwa,MMR012017,MMR012,Rakhine,á€‚á€½
615,781,1/17/2021,Pantanaw Township,Ayeyarwady Region,38,Pantanaw,Ayeyarwady,Pantanaw,MMR017020,MMR017,Ayeyarwady,á€•á€”á€ºá€¸á€á€”á€±á€¬á€º
616,782,1/17/2021,Minhla Township,Magway Region,37,Minhla,Magway,Minhla,MMR009013,MMR009,Magway,á€™á€„á€ºá€¸á€œá€¾
617,783,1/17/2021,Kyangin Township,Ayeyarwady Region,36,Kyangin,Ayeyarwady,Kyangin,MMR017012,MMR017,Ayeyarwady,á€€á€¼á€¶á€á€„á€ºá€¸
618,784,1/17/2021,Tabayin Township,Sagaing Region,36,Tabayin,Sagaing,Tabayin,MMR005010,MMR005,Sagaing,á€’á€®á€•á€²á€šá€„á€ºá€¸
619,785,1/17/2021,Pale Township,Sagaing Region,36,Pale,Sagaing,Pale,MMR005019,MMR005,Sagaing,á€•á€¯á€œá€²
620,786,1/17/2021,Yesagyo Township,Magway Region,36,Yesagyo,Magway,Yesagyo,MMR009019,MMR009,Magway,á€›á€±á€…á€€á€¼á€­á€¯
621,787,1/17/2021,Det Khi Na Thi Ri Township,Naypyitaw,35,Det Khi Na Thi Ri,Nay Pyi Taw,Det Khi Na Thi Ri,MMR018004,MMR018,Nay Pyi Taw,á€’á€€á€¹á€á€­á€á€žá€®á€›á€­
622,788,1/17/2021,Kawlin Township,Sagaing Region,35,Kawlin,Sagaing,Kawlin,MMR005024,MMR005,Sagaing,á€€á€±á€¬á€œá€„á€ºá€¸
623,789,1/17/2021,Wetlet Township,Sagaing Region,35,Wetlet,Sagaing,Wetlet,MMR005006,MMR005,Sagaing,á€á€€á€ºá€œá€€á€º
624,791,1/17/2021,Homalin Township,Sagaing Region,34,Homalin,Sagaing,Homalin,MMR005034,MMR005,Sagaing,á€Ÿá€¯á€™á€¹á€™á€œá€„á€ºá€¸
625,792,1/17/2021,Ye-U Township,Sagaing Region,33,Ye-U,Sagaing,Ye-U,MMR005009,MMR005,Sagaing,á€›á€±á€¦á€¸
626,793,1/17/2021,Pauk Township,Magway Region,31,Pauk,Magway,Pauk,MMR009021,MMR009,Magway,á€•á€±á€«á€€á€º
627,795,1/17/2021,Mingin Township,Sagaing Region,30,Mingin,Sagaing,Mingin,MMR005029,MMR005,Sagaing,á€™á€„á€ºá€¸á€€á€„á€ºá€¸
628,796,1/17/2021,Matupi Township,Chin State,30,Matupi,Chin,Matupi,MMR004007,MMR004,Chin,á€™á€á€°á€•á€®
629,798,1/17/2021,Paletwa Township,Chin State,29,Paletwa,Chin,Paletwa,MMR004009,MMR004,Chin,á€•á€œá€€á€ºá€
630,799,1/17/2021,Yebyu Township,Tanintharyi Region,27,Yebyu,Tanintharyi,Yebyu,MMR006004,MMR006,Tanintharyi,á€›á€±á€–á€¼á€°
631,800,1/17/2021,Ramree Township,Rakhine State,27,Ramree,Rakhine,Ramree,MMR012013,MMR012,Rakhine,á€›á€™á€ºá€¸á€—á€¼á€²
